Pitch,Roll,Yaw,M1,M2,M3,M4,M1A1,M1A2,Control
0.268050034,0.101445791,-0.525487528,1999.474512,1999.474512,1999.474512,1999.474512,3.725565802,-3.062800765,00
0.084780921,-0.060929484,0.165971855,2000.165972,2000.165972,2000.165972,2000.165972,-0.793113344,-4.980432516,00
-0.292032891,0.492635651,0.006481091,2000.006481,2000.006481,2000.006481,2000.006481,-4.58260774,-2.31907758,00
-0.022293864,0.017908651,-8.06367E-05,1999.999919,1999.999919,1999.999919,1999.999919,-4.158873713,2.474426588,00
0.046767352,-0.387178035,-0.049698721,1999.950301,1999.950301,1999.950301,1999.950301,0.088509626,4.992954362,00
-0.176168478,0.020603866,0.240351093,2000.240351,2000.240351,2000.240351,2000.240351,4.254517623,2.920982922,00
-0.106475691,-0.346197594,-0.136145818,1999.863854,1999.863854,1999.863854,1999.863854,4.508941738,-1.836526746,00
0.131306453,-0.338177713,-0.171326782,1999.828673,1999.828673,1999.828673,1999.828673,0.617865614,-4.905542193,00
0.492623895,0.068486407,-0.181396856,1999.818603,1999.818603,1999.818603,1999.818603,-3.841273307,-3.464424771,00
-0.77295518,-0.244328407,-0.174891504,1999.825108,1999.825108,1999.825108,1999.825108,-4.768763264,1.161868808,00
-0.347279874,-0.262740037,-0.182426779,1999.817573,1999.817573,1999.817573,1999.817573,-1.311874269,4.719945564,00
0.355012424,0.304203383,-0.209359136,1999.790641,1999.790641,1999.790641,1999.790641,3.351145879,3.938526135,00
0.183939338,-0.299141476,0.552607775,2000.552608,2000.552608,2000.552608,2000.552608,4.93313796,-0.463956059,00
-0.085809763,0.290822342,-0.232171188,1999.767829,1999.767829,1999.767829,1999.767829,1.979625751,-4.439879192,00
0.130978792,-0.3601688,-0.708500273,1999.2915,1999.2915,1999.2915,1999.2915,-2.793945244,-4.333797871,00
-0.309212009,0.187662166,0.439821672,2000.439822,2000.439822,2000.439822,2000.439822,-4.998775867,-0.243242774,00
-0.323015966,-0.200408801,0.509082619,2000.509083,2000.509083,2000.509083,2000.509083,-2.60775501,4.070948608,00
0.10046176,-0.292832484,0.00261744,2000.002617,2000.002617,2000.002617,2000.002617,2.180823776,4.642328614,00
0.479435382,0.38832861,-0.210794555,1999.789205,1999.789205,1999.789205,1999.789205,4.96436324,0.945573102,00
0.23699135,0.143886674,0.326191026,2000.326191,2000.326191,2000.326191,2000.326191,3.183690036,-3.620537959,00
-0.160548959,-0.199476438,0.409600007,2000.4096,2000.4096,2000.4096,2000.4096,-1.524053106,-4.857943118,00
0.279956267,-0.442382943,-0.430269797,1999.56973,1999.56973,1999.56973,1999.56973,-4.83058885,-1.628977777,00
-0.07845407,-0.120720452,0.11507531,2000.115075,2000.115075,2000.115075,2000.115075,-3.695903483,3.097662219,00
-0.229660099,0.552247564,0.503748335,2000.503748,2000.503748,2000.503748,2000.503748,0.836778502,4.976325857,00
-0.1407341,-0.039261765,0.527359943,2000.52736,2000.52736,2000.52736,2000.52736,4.600130191,2.279778451,00
-0.193819514,0.051345222,-0.30656386,1999.693436,1999.693436,1999.693436,1999.693436,4.134143397,-2.512786749,00
-0.066137167,0.236800553,-0.297468804,1999.702531,1999.702531,1999.702531,1999.702531,-0.13275577,-4.9951074,00
0.177766754,-0.016025664,0.565134295,2000.565134,2000.565134,2000.565134,2000.565134,-4.277599895,-2.884949344,00
-0.336441958,0.072668729,-0.073712746,1999.926287,1999.926287,1999.926287,1999.926287,-4.489638403,1.877617834,00
0.111182188,0.149970515,0.374335195,2000.374335,2000.374335,2000.374335,2000.374335,-0.573924069,4.913911835,00
0.358286035,-0.120638629,-0.409785454,1999.590215,1999.590215,1999.590215,1999.590215,3.869453408,3.432377956,00
0.047432346,-0.707643304,-0.108628622,1999.891371,1999.891371,1999.891371,1999.891371,4.755273266,-1.204868386,00
0.222353673,-0.038034087,0.090234443,2000.090234,2000.090234,2000.090234,2000.090234,1.269116814,-4.734364291,00
-0.016573998,-0.563539881,-0.2438053,1999.756195,1999.756195,1999.756195,1999.756195,-3.383859784,-3.9111075,00
0.63830452,0.077929433,-0.301824043,1999.698176,1999.698176,1999.698176,1999.698176,-4.925731302,0.508003489,00
0.292244864,-0.334032085,-0.142275737,1999.857724,1999.857724,1999.857724,1999.857724,-1.938908177,4.460058413,00
-0.57367344,0.35916995,-0.017203069,1999.982797,1999.982797,1999.982797,1999.982797,2.830538184,4.311556201,00
0.011059535,-0.232042944,0.087184666,2000.087185,2000.087185,2000.087185,2000.087185,4.997600793,0.199029101,00
-0.571696181,0.035778481,0.018416171,2000.018416,2000.018416,2000.018416,2000.018416,2.56989228,-4.096484437,00
0.325143032,0.121124589,0.048838701,2000.048839,2000.048839,2000.048839,2000.048839,-2.220563344,-4.625709075,00
0.124783574,0.148950187,-0.223964821,1999.776035,1999.776035,1999.776035,1999.776035,-4.96944327,-0.902078122,00
0.202197818,0.770167533,-0.422888655,1999.577111,1999.577111,1999.577111,1999.577111,-3.149439971,3.650919296,00
0.276450391,0.371770219,0.41048028,2000.41048,2000.41048,2000.41048,2000.41048,1.566143912,4.84727835,00
0.554158084,0.209245447,0.21320605,2000.213206,2000.213206,2000.213206,2000.213206,4.841822306,1.587072044,00
-0.101208958,0.488027426,0.352291257,2000.352291,2000.352291,2000.352291,2000.352291,3.6659516,-3.13228098,00
-0.043454062,-0.225124505,0.141279202,2000.141279,2000.141279,2000.141279,2000.141279,-0.8803781,-4.971829317,00
0.194723454,-0.166771795,-0.25990587,1999.740094,1999.740094,1999.740094,1999.740094,-4.617292235,-2.240300708,00
0.309237257,-0.076526246,0.212052297,2000.212052,2000.212052,2000.212052,2000.212052,-4.109089183,2.55095004,00
-0.352703915,-0.09904264,-0.008422932,1999.991577,1999.991577,1999.991577,1999.991577,0.176991514,4.996869086,00
-0.173932054,0.219599324,-0.574221675,1999.425778,1999.425778,1999.425778,1999.425778,4.300347029,2.848689738,00
0.012612698,-0.608304831,-0.151028084,1999.848972,1999.848972,1999.848972,1999.848972,4.469983318,-1.918561817,00
-0.785143742,0.333579057,0.529803333,2000.529803,2000.529803,2000.529803,2000.529803,0.529937559,-4.921896486,00
0.366398789,-0.126139789,-0.266896557,1999.733103,1999.733103,1999.733103,1999.733103,-3.897330348,-3.400062224,00
-0.324538063,-0.031076235,-0.429692745,1999.570307,1999.570307,1999.570307,1999.570307,-4.741410706,1.247773567,00
0.364764613,-0.27871964,0.077571771,2000.077572,2000.077572,2000.077572,2000.077572,-1.226259927,4.748412094,00
-0.248699418,-0.280568623,0.250609701,2000.25061,2000.25061,2000.25061,2000.25061,3.416308574,3.883382441,00
0.200744102,0.241938772,-0.152718534,1999.847281,1999.847281,1999.847281,1999.847281,4.917938727,-0.552011119,00
0.259436346,-0.138425529,0.145753139,2000.145753,2000.145753,2000.145753,2000.145753,1.898038695,-4.479888202,00
-0.05566447,-0.353138538,-0.629281298,1999.370719,1999.370719,1999.370719,1999.370719,-2.86690936,-4.288976732,00
0.177869857,-0.268881095,0.072178241,2000.072178,2000.072178,2000.072178,2000.072178,-4.996034171,-0.154799834,00
-0.040300976,0.129200347,-0.164599602,1999.8354,1999.8354,1999.8354,1999.8354,-2.531828206,4.121699317,00
0.175244435,-0.423078689,0.598579088,2000.598579,2000.598579,2000.598579,2000.598579,2.260128936,4.608727125,00
-0.347010743,0.049992951,0.022215691,2000.022216,2000.022216,2000.022216,2000.022216,4.974133957,0.858512468,00
-0.231257808,0.114240748,-0.213113713,1999.786886,1999.786886,1999.786886,1999.786886,3.114943157,-3.681014593,00
0.444215237,-0.149447045,-0.24720579,1999.752794,1999.752794,1999.752794,1999.752794,-1.608112016,-4.836233812,00
-0.196128954,0.171440546,-0.267833199,1999.732167,1999.732167,1999.732167,1999.732167,-4.852676418,-1.545041968,00
0.074993024,-0.230707815,0.246514891,2000.246515,2000.246515,2000.246515,2000.246515,-3.6357125,3.166654336,00
-0.501805079,0.362961385,-0.101100383,1999.8989,1999.8989,1999.8989,1999.8989,0.923908723,4.966943248,00
-0.126960644,-0.05609697,0.281195493,2000.281195,2000.281195,2000.281195,2000.281195,4.634092527,2.200647444,00
-0.243714294,0.353249345,-0.041692836,1999.958307,1999.958307,1999.958307,1999.958307,4.083713033,-2.588913471,00
-0.08306687,-0.117578835,0.554240536,2000.554241,2000.554241,2000.554241,2000.554241,-0.22121339,-4.99823928,00
0.308793107,0.103971148,0.602510228,2000.60251,2000.60251,2000.60251,2000.60251,-4.322757243,-2.812206945,00
0.309212266,0.501781488,0.220771189,2000.220771,2000.220771,2000.220771,2000.220771,-4.449978022,1.959355486,00
0.369993162,-0.458822891,0.130955035,2000.130955,2000.130955,2000.130955,2000.130955,-0.485909529,4.929495519,00
0.050378518,0.325114936,-0.158871456,1999.841129,1999.841129,1999.841129,1999.841129,3.924901943,3.367480106,00
0.157962363,-0.381302045,0.315906513,2000.315907,2000.315907,2000.315907,2000.315907,4.72717667,-1.290580987,00
-0.333738901,-0.594934633,-0.196140626,1999.803859,1999.803859,1999.803859,1999.803859,1.183306967,-4.762087872,00
-0.142537516,0.272591753,0.260810909,2000.260811,2000.260811,2000.260811,2000.260811,-3.448489705,-3.855353129,00
0.401728874,-0.085091556,0.251967686,2000.251968,2000.251968,2000.251968,2000.251968,-4.909760845,0.595975501,00
0.28419187,-0.15443276,0.360219351,2000.360219,2000.360219,2000.360219,2000.360219,-1.857020507,4.499367004,00
0.138730733,0.012320591,0.129885073,2000.129885,2000.129885,2000.129885,2000.129885,2.903055921,4.266061234,00
-0.394444907,0.582193105,-0.851911231,1999.148089,1999.148089,1999.148089,1999.148089,4.994076124,0.110558439,00
0.102668694,0.168594927,0.045894348,2000.045894,2000.045894,2000.045894,2000.045894,2.493565769,-4.146591275,00
0.123351094,-0.397505491,0.296095767,2000.296096,2000.296096,2000.296096,2000.296096,-2.299517453,-4.591384093,00
-0.128115985,-0.407633388,-0.180601787,1999.819398,1999.819398,1999.819398,1999.819398,-4.978434934,-0.814879551,00
0.092438081,-0.341612434,0.266338513,2000.266339,2000.266339,2000.266339,2000.266339,-3.080202296,3.710821493,00
0.811412064,0.418265143,0.205179189,2000.205179,2000.205179,2000.205179,2000.205179,1.649954128,4.824810369,00
-0.144774018,-0.264694581,-0.049450074,1999.95055,1999.95055,1999.95055,1999.95055,4.863150336,1.502890843,00
-0.509388228,-0.180962417,0.453522349,2000.453522,2000.453522,2000.453522,2000.453522,3.605188553,-3.200779593,00
-0.844177542,0.020767617,-0.123212787,1999.876787,1999.876787,1999.876787,1999.876787,-0.96736696,-4.961668033,00
-0.240237174,0.020278749,0.347154298,2000.347154,2000.347154,2000.347154,2000.347154,-4.650529751,-2.160821765,00
-0.213365469,0.172327554,0.006297778,2000.006298,2000.006298,2000.006298,2000.006298,-4.058016936,2.626674069,00
-0.370520024,-0.085812055,-0.108977481,1999.891023,1999.891023,1999.891023,1999.891023,0.265417936,4.999217877,00
0.642868917,-0.035982628,-0.279622561,1999.720377,1999.720377,1999.720377,1999.720377,4.344828781,2.775503824,00
0.306260598,-0.072091648,0.996247629,2000.996248,2000.996248,2000.996248,2000.996248,4.429624082,-1.999995645,00
0.211964941,-0.353231703,-0.586156796,1999.413843,1999.413843,1999.413843,1999.413843,0.441843431,-4.936708341,00
0.132861844,-0.535810338,0.305732028,2000.305732,2000.305732,2000.305732,2000.305732,-3.952166034,-3.334634155,00
-0.908443716,0.54775722,-0.113030794,1999.886969,1999.886969,1999.886969,1999.886969,-4.712572273,1.333287294,00
0.533120194,0.032681135,-0.053918927,1999.946081,1999.946081,1999.946081,1999.946081,-1.140261298,4.775390554,00
0.008830519,-0.096496857,0.464897698,2000.464898,2000.464898,2000.464898,2000.464898,3.480400656,3.827021762,00
-0.285247116,0.552487043,0.175178469,2000.175178,2000.175178,2000.175178,2000.175178,4.901198297,-0.639893189,00
-0.64929703,0.043640642,-0.001320781,1999.998679,1999.998679,1999.998679,1999.998679,1.815856827,-4.518493293,00
0.028171561,0.214899318,-0.146816366,1999.853184,1999.853184,1999.853184,1999.853184,-2.938975036,-4.242811501,00
0.659998696,0.052369943,0.142944405,2000.142944,2000.142944,2000.142944,2000.142944,-4.991726804,-0.066308382,00
0.115460595,0.439653923,-0.09989867,1999.900101,1999.900101,1999.900101,1999.900101,-2.455107969,4.171158358,00
0.26756206,0.090795078,0.011050374,2000.01105,2000.01105,2000.01105,2000.01105,2.33872581,4.57368134,00
-0.058355931,0.033992585,0.007650396,2000.00765,2000.00765,2000.00765,2000.00765,4.982345866,0.77118279,00
0.32594052,0.129226863,-0.189001396,1999.810999,1999.810999,1999.810999,1999.810999,3.045220109,-3.74033766,00
-0.483076699,0.29349295,-0.162627191,1999.837373,1999.837373,1999.837373,1999.837373,-1.691666972,-4.813008915,00
0.305140491,-0.301888088,0.317716123,2000.317716,2000.317716,2000.317716,2000.317716,-4.87324324,-1.46062197,00
0.166387193,0.028652445,-0.16399699,1999.836003,1999.836003,1999.836003,1999.836003,-3.574382148,3.234654078,00
-0.058329513,-0.167748575,0.102697277,2000.102697,2000.102697,2000.102697,2000.102697,1.010749407,4.956004085,00
0.06286065,0.628918225,-0.474205217,1999.525795,1999.525795,1999.525795,1999.525795,4.666602619,2.120826791,00
0.502937127,0.262244095,-0.110512371,1999.889488,1999.889488,1999.889488,1999.889488,4.032002904,-2.664228873,00
0.01017989,-0.333279387,0.061181088,2000.061181,2000.061181,2000.061181,2000.061181,-0.309601686,-4.999804798,00
0.281178241,0.459136252,0.434607282,2000.434607,2000.434607,2000.434607,2000.434607,-4.366559914,-2.73858325,00
-0.41082809,-0.293337069,-0.093900866,1999.906099,1999.906099,1999.906099,1999.906099,-4.408923094,2.040479109,00
0.373962451,0.242781346,-0.299190774,1999.700809,1999.700809,1999.700809,1999.700809,-0.397742714,4.943534385,00
0.574735017,-0.209864873,0.411635017,2000.411635,2000.411635,2000.411635,2000.411635,3.979120483,3.301526946,00
-0.184772557,0.72447159,-0.266385413,1999.733615,1999.733615,1999.733615,1999.733615,4.697598659,-1.375889142,00
-0.319603123,0.079528937,0.47449247,2000.474492,2000.474492,2000.474492,2000.474492,1.097126292,-4.788319098,00
-0.303736236,0.224893382,-0.110358865,1999.889641,1999.889641,1999.889641,1999.889641,-3.512038928,-3.798390558,00
0.218563851,-0.215424418,-0.712468698,1999.287531,1999.287531,1999.287531,1999.287531,-4.892251754,0.683760744,00
-0.239896141,0.330840847,-0.283021593,1999.716978,1999.716978,1999.716978,1999.716978,-1.774550879,4.537265571,00
-0.030665154,-0.475041375,-0.193927828,1999.806072,1999.806072,1999.806072,1999.806072,2.97466389,4.219229357,00
-0.444916353,0.020940183,0.190720326,2000.19072,2000.19072,2000.19072,2000.19072,4.988986397,0.02205313,00
0.32597152,-0.098774948,0.019525326,2000.019525,2000.019525,2000.019525,2000.019525,2.416457819,-4.195398643,00
-0.240293385,0.028834169,-0.018677186,1999.981323,1999.981323,1999.981323,1999.981323,-2.377750934,-4.555620251,00
0.2764233,-0.122997345,-0.024351364,1999.975649,1999.975649,1999.975649,1999.975649,-4.985866444,-0.72742561,00
0.240689489,0.073527258,0.570023174,2000.570023,2000.570023,2000.570023,2000.570023,-3.009999338,3.769560782,00
-0.052469603,0.445130965,-0.187589001,1999.812411,1999.812411,1999.812411,1999.812411,1.733247277,4.800830376,00
0.095155287,-0.459026073,0.706177776,2000.706178,2000.706178,2000.706178,2000.706178,4.88295434,1.418238662,00
-0.101973123,-0.067064523,-0.491206803,1999.508793,1999.508793,1999.508793,1999.508793,3.543295701,-3.268275137,00
-0.116501878,-0.107053807,-0.245708771,1999.754291,1999.754291,1999.754291,1999.754291,-1.054052665,-4.949951848,00
0.362996359,-0.219118664,0.143059707,2000.14306,2000.14306,2000.14306,2000.14306,-4.682309871,-2.080665657,00
0.013101399,0.228521675,-0.441943263,1999.558057,1999.558057,1999.558057,1999.558057,-4.005672976,2.701574943,00
-0.347233789,-0.470424538,-0.142303512,1999.857696,1999.857696,1999.857696,1999.857696,0.35376118,4.999999999,00
0.49544155,0.090664995,0.168737984,2000.168738,2000.168738,2000.168738,2000.168738,4.387948939,2.701448115,00
-0.331540605,-0.068005689,0.154537036,2000.154537,2000.154537,2000.154537,2000.154537,4.387876679,-2.080802708,00
0.133676966,-0.172728735,-0.215241331,1999.784759,1999.784759,1999.784759,1999.784759,0.353610836,-4.949973117,00
-0.267027272,-0.077077242,0.104365492,2000.104365,2000.104365,2000.104365,2000.104365,-4.005763179,-3.268161071,00
-0.098545982,0.181630377,0.237839669,2000.23784,2000.23784,2000.23784,2000.23784,-4.682257001,1.418383193,00
0.125798721,-0.182310675,-0.453051462,1999.546949,1999.546949,1999.546949,1999.546949,-1.05390533,4.80087249,00
0.331971469,0.155823389,-0.129427374,1999.870573,1999.870573,1999.870573,1999.870573,3.543402041,3.76946176,00
-0.107769019,-0.164440559,-0.63618344,1999.363817,1999.363817,1999.363817,1999.363817,4.882921916,-0.727574728,00
0.106346449,-0.314272162,0.087487021,2000.087487,2000.087487,2000.087487,2000.087487,1.7331059,-4.555682367,00
-0.070000426,0.633029194,0.354853304,2000.354853,2000.354853,2000.354853,2000.354853,-3.010119688,-4.195316647,00
0.005265032,0.081877361,-0.128457684,1999.871542,1999.871542,1999.871542,1999.871542,-4.985855117,0.02220385,00
-0.377057731,0.37294408,0.218011244,2000.218011,2000.218011,2000.218011,2000.218011,-2.377618345,4.21931023,00
-0.041630214,-0.317687495,0.490382602,2000.490383,2000.490383,2000.490383,2000.490383,2.416589768,4.537202243,00
0.470396487,0.710808665,0.270200757,2000.270201,2000.270201,2000.270201,2000.270201,4.988996393,0.683611438,00
-0.264626108,-0.337978834,-0.45494713,1999.545053,1999.545053,1999.545053,1999.545053,2.974542742,-3.79848857,00
-0.411406601,-0.455974269,-0.473920769,1999.526079,1999.526079,1999.526079,1999.526079,-1.774691788,-4.788275704,00
0.4977842,0.220469809,0.380712515,2000.380713,2000.380713,2000.380713,2000.380713,-4.892282873,-1.375744238,00
0.368734213,0.105692366,-0.397078326,1999.602922,1999.602922,1999.602922,1999.602922,-3.511931646,3.301640136,00
0.248690906,0.134306171,-0.113451274,1999.886549,1999.886549,1999.886549,1999.886549,1.09727334,4.943511795,00
-0.462210758,0.145806379,-0.240921042,1999.759079,1999.759079,1999.759079,1999.759079,4.697650278,2.040341508,00
0.491565285,0.284517314,0.079751049,2000.079751,2000.079751,2000.079751,2000.079751,3.979029215,-2.738709352,00
-0.18895728,0.493247388,0.268093022,2000.268093,2000.268093,2000.268093,2000.268093,-0.397892958,-4.999803464,00
-0.382815174,0.186444875,-0.21086958,1999.78913,1999.78913,1999.78913,1999.78913,-4.40899418,-2.664101329,00
-0.222203384,0.233937417,0.253365931,2000.253366,2000.253366,2000.253366,2000.253366,-4.366486486,2.120963282,00
0.112712869,-0.365748995,-0.629821279,1999.370179,1999.370179,1999.370179,1999.370179,-0.309451254,4.956024033,00
0.20638152,0.105474535,-0.03532802,1999.964672,1999.964672,1999.964672,1999.964672,4.032092034,3.234539144,00
0.068201209,0.2292482,0.305226115,2000.305226,2000.305226,2000.305226,2000.305226,4.666548501,-1.460766117,00
-0.083451301,0.087440492,-0.395235352,1999.604765,1999.604765,1999.604765,1999.604765,1.010601797,-4.813049747,00
0.569981649,-0.164527296,-0.153766361,1999.846234,1999.846234,1999.846234,1999.846234,-3.574487539,-3.740237636,00
-0.203329448,-0.032647887,0.331239877,2000.33124,2000.33124,2000.33124,2000.33124,-4.873209516,0.771331708,00
0.034644349,-0.146479086,-0.178394401,1999.821606,1999.821606,1999.821606,1999.821606,-1.691525138,4.573742237,00
-0.227379684,0.007730392,0.110431994,2000.110432,2000.110432,2000.110432,2000.110432,3.045339651,4.171075246,00
0.133014118,0.584354801,-0.698219022,1999.301781,1999.301781,1999.301781,1999.301781,4.982333209,-0.06645909,00
-0.610678091,0.327328047,-0.217913806,1999.782086,1999.782086,1999.782086,1999.782086,2.338592592,-4.242891246,00
0.208805126,-0.091660856,-0.33948489,1999.660515,1999.660515,1999.660515,1999.660515,-2.455239269,-4.518428757,00
-0.348644147,0.589705356,0.573084403,2000.573084,2000.573084,2000.573084,2000.573084,-4.991735469,-0.639743707,00
-0.032562177,-0.060284814,-0.242984814,1999.757015,1999.757015,1999.757015,1999.757015,-2.938853099,3.827118757,00
-0.335138672,-0.521677941,0.005330811,2000.005331,2000.005331,2000.005331,2000.005331,1.815997257,4.775345885,00
-0.391668939,-0.049104338,-0.140101226,1999.859899,1999.859899,1999.859899,1999.859899,4.90122811,1.333142029,00
-0.597428898,-0.006680722,0.307944938,2000.307945,2000.307945,2000.307945,2000.307945,3.480292442,-3.33474646,00
-0.307874469,-0.203413932,-0.444862642,1999.555137,1999.555137,1999.555137,1999.555137,-1.140408047,-4.936684433,00
0.067076918,-0.270015816,-0.027449782,1999.97255,1999.97255,1999.97255,1999.97255,-4.712622637,-1.999857505,00
0.156040058,0.01854853,0.238578716,2000.238579,2000.238579,2000.238579,2000.238579,-3.952073707,2.775629191,00
0.489260197,0.072174102,-0.001386122,1999.998614,1999.998614,1999.998614,1999.998614,0.441993562,4.999215209,00
0.203945642,0.395681994,0.182910941,2000.182911,2000.182911,2000.182911,2000.182911,4.429693989,2.626545819,00
-0.679370766,-0.565291485,-0.359741726,1999.640258,1999.640258,1999.640258,1999.640258,4.344754191,-2.160957684,00
-0.325349206,-0.005564128,-0.347974133,1999.652026,1999.652026,1999.652026,1999.652026,0.265267426,-4.961686658,00
-0.044772196,0.497252671,0.155573054,2000.155573,2000.155573,2000.155573,2000.155573,-4.058104987,-3.200663801,00
-0.799014633,0.065777156,0.012349369,2000.012349,2000.012349,2000.012349,2000.012349,-4.65047439,1.503034594,00
-0.098973438,-0.60251764,0.010975099,2000.010975,2000.010975,2000.010975,2000.010975,-0.967219086,4.824849915,00
-0.187718373,-0.289023367,0.011780023,2000.01178,2000.01178,2000.01178,2000.01178,3.605292985,3.710720475,00
0.105089495,-0.059919032,-0.133921151,1999.866079,1999.866079,1999.866079,1999.866079,4.863115312,-0.815028257,00
0.176724109,-0.115333033,0.275008524,2000.275009,2000.275009,2000.275009,2000.275009,1.649811849,-4.591443768,00
0.284568172,0.302252895,0.018537028,2000.018537,2000.018537,2000.018537,2000.018537,-3.08032102,-4.146507053,00
-0.063529796,-0.049873447,-0.434873815,1999.565126,1999.565126,1999.565126,1999.565126,-4.978420949,0.110709124,00
-0.073913489,-0.515875359,0.47427691,2000.474277,2000.474277,2000.474277,2000.474277,-2.299383616,4.266139843,00
0.458500726,-0.194274187,0.111528338,2000.111528,2000.111528,2000.111528,2000.111528,2.493696409,4.499301265,00
0.580635929,0.52623595,0.134566177,2000.134566,2000.134566,2000.134566,2000.134566,4.994083456,0.595825853,00
-0.121089386,-0.040587742,0.015750986,2000.015751,2000.015751,2000.015751,2000.015751,2.902933205,-3.8554491,00
0.04904147,-0.26030644,-0.644029304,1999.355971,1999.355971,1999.355971,1999.355971,-1.857160447,-4.762041931,00
-0.305048561,-0.50439539,-0.197281949,1999.802718,1999.802718,1999.802718,1999.802718,-4.909789349,-1.290435372,00
